ID, x, y, age
23603,7436,20,28
23604,9424,7531,30
23605,500,5890,34
23606,2966,9970,35
23607,7027,7556,62
23608,4358,248,26
23609,4892,2282,7
23610,3663,2027,72
23611,6702,7007,9
23612,1440,2441,42
23613,1426,5107,2
23614,6888,8749,72
23615,30,2552,83
23616,3224,5247,42
23617,7597,3357,19
23618,3300,4097,40
23619,5594,7488,29
23620,8485,3836,56
23621,2902,8538,43
23622,287,4845,65
23623,4282,3861,22
23624,776,635,9
23625,3381,2955,84
23626,6130,4930,55
23627,6407,3187,68
23628,4483,7266,49
23629,1559,5396,96
23630,4458,561,40
23631,8052,5647,36
23632,6197,4956,19
23633,5692,9479,97
23634,8769,7994,86
23635,6346,3086,36
23636,1711,4289,19
23637,5507,5167,55
23638,9452,1464,85
23639,7956,9339,73
23640,7532,2257,64
23641,7540,2757,81
23642,7659,1193,99
23643,3328,9850,87
23644,5549,3280,16
23645,6212,6124,29
23646,4282,4254,94
23647,4368,922,95
23648,135,1281,79
23649,612,2886,11
23650,4685,6129,41
23651,8687,4047,92
23652,8859,3154,84
23653,1541,5091,47
23654,3519,5432,80
23655,6929,9689,7
23656,901,4793,8
23657,739,168,95
23658,700,2047,41
23659,4252,5324,39
23660,3905,5579,6
23661,7305,7219,40
23662,912,1411,34
23663,3267,621,21
23664,6090,8869,5
23665,247,2152,42
23666,1671,8692,8
23667,9020,739,52
23668,4601,3946,63
23669,2757,1581,53
23670,170,4184,70
23671,5500,4310,50
23672,3899,6837,68
23673,9446,5891,78
23674,7592,3773,77
23675,9657,9882,18
23676,7100,9888,57
23677,2524,7578,38
23678,4285,8968,27
23679,6244,9463,18
23680,2709,9413,31
23681,8581,570,9
23682,1764,8382,33
23683,7690,6492,9
23684,4862,18,10
23685,2032,3897,82
23686,2829,5300,53
23687,2329,7042,68
23688,6888,5474,74
23689,5885,1316,18
23690,9876,1539,38
23691,6378,8943,36
23692,1830,1524,68
23693,1291,7242,90
23694,1091,8202,75
23695,7686,6738,48
23696,8140,73,90
23697,6469,9004,79
23698,7234,3632,76
23699,8234,1428,7
23700,402,630,68
23701,2272,3410,70
23702,5689,7773,56
23703,3611,9405,1
23704,2436,8490,44
23705,6952,5140,100
23706,9655,4464,69
23707,7686,5614,60
23708,9349,5285,75
23709,9490,5108,54
23710,6683,8106,94
23711,9282,3589,24
23712,2003,4246,97
23713,7853,1882,76
23714,7831,6764,72
23715,2980,7892,43
23716,9633,8807,16
23717,6650,795,59
23718,6299,1291,62
23719,167,3324,78
23720,1005,1173,99
23721,4182,9513,15
23722,6399,3993,70
23723,1600,9396,33
23724,6594,1026,44
23725,3849,1463,19
23726,659,6554,43
23727,8379,636,61
23728,8603,5840,16
23729,3142,7682,56
23730,6549,7268,2
23731,2795,2287,48
23732,9697,4689,87
23733,9983,5539,84
23734,5556,6929,2
23735,8420,8051,42
23736,6343,8252,21
23737,3738,5320,99
23738,8991,2974,30
23739,9834,9192,96
23740,8488,9566,46
23741,9685,8944,58
23742,6007,7933,38
23743,7475,3914,70
23744,6431,5191,35
23745,5462,6144,37
23746,2750,561,34
23747,6420,3281,3
23748,1769,7848,37
23749,7167,761,58
23750,6161,6166,73
23751,4571,4519,95
23752,4765,5412,56
23753,7819,2921,64
23754,9053,8407,55
23755,6578,6481,51
23756,6340,5882,52
23757,4428,5595,25
23758,6113,3922,41
23759,3897,9077,4
23760,3777,5555,22
23761,2737,9132,7
23762,146,8357,6
23763,1953,1512,54
23764,4485,2823,22
23765,7403,5158,43
23766,1203,5348,26
23767,5298,2716,80
23768,8884,3511,63
23769,8121,3941,29
23770,1540,4050,54
23771,921,767,30
23772,6982,8928,100
23773,5735,7941,85
23774,8393,3160,11
23775,270,3021,60
23776,3410,4082,48
23777,7541,2585,22
23778,2549,8825,52
23779,1076,1770,16
23780,5603,4487,83
23781,3654,4682,15
23782,1151,8933,15
23783,6025,9432,100
23784,3914,3037,29
23785,2160,8203,43
23786,5369,6944,43
23787,8152,3613,59
23788,2991,122,49
23789,4316,6323,88
23790,6350,7426,67
23791,2458,2397,63
23792,6365,9671,69
23793,5547,9079,9
23794,5781,4896,90
23795,4588,5367,37
23796,3144,2986,23
23797,7324,4389,91
23798,9948,9157,53
23799,8441,2759,7
23800,95,8047,18
23801,4154,1865,88
23802,3026,8168,35
23803,1294,7921,70
23804,2771,1841,61
23805,6740,7695,89
23806,8197,6904,50
23807,7623,9913,93
23808,876,5208,75
23809,4826,2675,74
23810,7479,915,13
23811,9154,3099,78
23812,3568,8615,70
23813,329,2303,17
23814,4712,6477,19
23815,7970,6432,42
23816,4157,4275,67
23817,5122,8670,90
23818,1068,6442,44
23819,6118,7435,24
23820,7629,3004,14
23821,1743,7971,43
23822,3323,3429,54
23823,5455,4480,35
23824,683,8276,32
23825,5399,443,13
23826,4859,3461,28
23827,1758,1877,29
23828,4480,2272,31
23829,7203,2426,84
23830,5963,976,14
23831,4091,9661,29
23832,634,4395,16
23833,9581,2840,11
23834,9908,1449,34
23835,6398,9032,36
23836,6623,1188,33
23837,456,637,98
23838,7902,5791,77
23839,7262,3952,84
23840,6002,8912,94
23841,2255,9757,73
23842,6467,816,54
23843,873,125,37
23844,9347,9223,34
23845,2170,9162,51
23846,4749,9005,18
23847,6883,7375,6
23848,9185,5817,90
23849,9878,4955,36
23850,5652,1239,44
23851,1344,5990,7
23852,5168,5564,57
23853,221,5249,18
23854,6655,3840,80
23855,7509,2712,8
23856,1604,1223,91
23857,2034,7483,94
23858,7371,7079,88
23859,7607,1674,7
23860,6962,667,87
23861,9986,711,57
23862,7041,7791,4
23863,7209,7428,61
23864,8949,4819,38
23865,6931,4261,31
23866,8651,587,36
23867,2879,2838,66
23868,4814,5246,83
23869,2691,4781,11
23870,8847,6343,6
23871,6629,4667,97
23872,8694,6650,24
23873,5668,4429,14
23874,8045,3035,16
23875,3791,5211,30
23876,8806,5966,67
23877,579,7770,44
23878,5503,6153,83
23879,973,8545,26
23880,4591,2202,23
23881,9701,8294,40
23882,1701,7783,5
23883,166,2493,74
23884,8056,8446,91
23885,4216,6784,31
23886,5850,3871,57
23887,4178,5139,31
23888,4631,522,44
23889,5881,795,78
23890,5996,6233,34
23891,9090,552,99
23892,6888,7942,31
23893,9829,1606,77
23894,3519,1791,66
23895,8811,2193,93
23896,2451,6290,39
23897,9860,5053,53
23898,803,219,6
23899,87,5405,74
23900,9510,3411,31
23901,8689,7006,77
23902,1035,8790,12
23903,9712,2610,59
23904,4587,8940,84
23905,1884,8832,76
23906,5985,6577,75
23907,6916,3655,23
23908,616,2688,23
23909,9717,2154,87
23910,754,9267,3
23911,4304,8213,70
23912,7020,9767,37
23913,2507,3901,31
23914,1729,9714,94
23915,1875,8789,5
23916,4940,6654,39
23917,6509,7564,11
23918,9354,2745,77
23919,994,7713,98
23920,8951,8341,79
23921,4713,1084,92
23922,2425,3961,63
23923,3310,642,91
23924,4616,4937,91
23925,8052,570,71
23926,9416,6753,48
23927,7345,6111,80
23928,7071,6180,82
23929,187,1226,21
23930,1100,7692,91
23931,1245,1757,89
23932,2041,3202,24
23933,3922,1068,61
23934,9011,6537,31
23935,1910,4772,59
23936,6408,949,72
23937,5526,3497,83
23938,2367,6251,50
23939,3290,3239,57
23940,9125,1937,49
23941,7239,6131,83
23942,1086,3084,50
23943,5403,4716,29
23944,6996,6772,4
23945,1005,4622,24
23946,6796,8333,81
23947,6658,6343,1
23948,1527,453,39
23949,8691,1180,63
23950,6972,8958,60
23951,2543,1773,43
23952,1267,1462,4
23953,354,750,1
23954,614,5102,71
23955,7253,3890,1
23956,3488,9606,23
23957,9581,4794,45
23958,5771,3486,16
23959,5488,4630,66
23960,2766,412,4
23961,7020,3730,89
23962,9510,6182,24
23963,2941,6137,10
23964,7701,7966,56
23965,2185,4792,28
23966,7393,4475,58
23967,1936,5762,48
23968,1613,8387,59
23969,5074,585,21
23970,4086,706,99
23971,153,5102,100
23972,9778,5210,7
23973,236,749,73
23974,9669,9055,79
23975,1619,4820,82
23976,8051,9148,55
23977,501,5666,66
23978,5752,6504,7
23979,9096,3059,49
23980,8896,4335,49
23981,6654,6849,87
23982,4361,9966,84
23983,5649,3606,99
23984,5135,5104,13
23985,7370,6131,98
23986,4323,2680,68
23987,8264,1875,87
23988,7209,9583,77
23989,7933,9681,17
23990,8377,4313,45
23991,5989,326,92
23992,4976,2567,27
23993,208,9821,15
23994,4012,6216,4
23995,6727,4573,99
23996,2145,4836,53
23997,8821,1914,52
23998,6978,1986,59
23999,3158,2069,11
24000,2723,54,29
24001,4983,1663,96
24002,3203,253,82
24003,6107,5014,40
24004,4602,6589,63
24005,3493,6536,55
24006,9315,33,83
24007,1651,6726,24
24008,8904,7423,11
24009,5546,1824,66
24010,2825,3394,17
24011,2529,1373,1
24012,6030,4004,92
24013,6968,1734,51
24014,4461,5348,29
24015,7634,1297,16
24016,8461,6838,78
24017,4066,9568,46
24018,3984,3866,30
24019,5803,6211,68
24020,6620,6918,58
24021,2548,126,60
24022,6579,7023,52
24023,4510,8764,51
24024,1342,5538,47
24025,5373,4991,98
24026,6193,1302,13
24027,4205,7712,43
24028,5284,5566,19
24029,1824,2453,55
24030,2074,9857,74
24031,1029,2633,94
24032,4731,3515,100
24033,3595,9993,60
24034,8956,7830,23
24035,46,6589,60
24036,8323,5478,98
24037,3590,8974,12
24038,3896,2990,78
24039,3744,7235,50
24040,915,9399,4
24041,2954,6782,15
24042,4295,3681,69
24043,1312,327,27
24044,2987,1723,1
24045,5036,192,94
24046,9695,1453,22
24047,6910,6874,10
24048,7181,6062,51
24049,525,4102,52
24050,8302,1340,50
24051,5480,4168,32
24052,6514,1733,66
24053,2268,3064,38
24054,550,1400,95
24055,6672,3893,7
24056,6905,1231,76
24057,9433,4793,5
24058,7038,9988,73
24059,2389,3756,54
24060,2768,6499,22
24061,94,7945,88
24062,5004,7156,89
24063,3401,9708,32
24064,8793,1608,14
24065,260,5059,35
24066,77,9577,91
24067,4638,8309,69
24068,6217,4628,37
24069,7052,8960,66
24070,8301,128,42
24071,9083,309,37
24072,3586,5520,76
24073,3576,4111,79
24074,6853,9687,29
24075,1239,2456,3
24076,4912,8717,23
24077,5911,5773,53
24078,3454,8083,77
24079,9114,6523,71
24080,7581,1199,47
24081,6632,1639,6
24082,9240,4912,66
24083,5037,5792,22
24084,4073,9832,26
24085,836,4947,5
24086,6449,189,14
24087,4083,3701,9
24088,9565,1469,98
24089,5548,3764,11
24090,6049,2339,43
24091,4192,4084,13
24092,4122,2272,82
24093,5938,5067,11
24094,4909,9012,99
24095,5881,3152,38
24096,3827,7006,80
24097,2777,7693,68
24098,2647,9364,8
24099,7182,2848,27
24100,3011,1013,23
24101,9648,1871,53
24102,5364,476,3
24103,7410,8904,67
24104,2069,2724,22
24105,2464,5868,88
24106,511,3160,44
24107,9612,9744,4
24108,4141,1404,79
24109,2851,8226,61
24110,9944,7951,68
24111,4160,9380,49
24112,1260,1516,58
24113,4406,6262,83
24114,1278,1529,55
24115,805,6018,34
24116,1432,2694,53
24117,8379,2405,97
24118,2957,5274,14
24119,2919,248,96
24120,9375,2073,21
24121,2445,3865,49
24122,2498,1398,83
24123,3150,9259,39
24124,4687,3351,18
24125,7197,4988,98
24126,3292,5357,11
24127,7673,4450,73
24128,201,1675,12
24129,7108,2146,91
24130,7534,4515,62
24131,6896,213,43
24132,6561,3256,38
24133,6398,5852,36
24134,9913,417,54
24135,7969,1743,89
24136,3670,1972,71
24137,891,606,59
24138,9798,4785,89
24139,1878,4057,84
24140,9948,82,17
24141,9913,7715,57
24142,7964,1498,96
24143,2390,1902,69
24144,7200,6897,85
24145,1939,1119,33
24146,3793,8520,44
24147,5680,9872,4
24148,4320,9541,23
24149,9343,6231,88
24150,6696,7455,72
24151,9283,7310,95
24152,9212,9144,1
24153,5508,8142,53
24154,7196,6404,4
24155,4380,5268,24
24156,2682,6273,22
24157,8771,6441,65
24158,101,7895,100
24159,1064,1830,49
24160,8172,6483,60
24161,9443,5407,51
24162,807,1982,95
24163,2511,5940,79
24164,4944,5100,69
24165,4047,9707,65
24166,3019,5328,25
24167,5515,9099,84
24168,6633,3910,36
24169,9346,5632,58
24170,3364,834,99
24171,945,6570,38
24172,2066,5000,30
24173,348,271,42
24174,1598,7244,4
24175,873,2789,32
24176,5498,6371,59
24177,4518,6099,73
24178,8441,2381,27
24179,9892,5007,82
24180,8169,1357,38
24181,5131,9905,24
24182,2693,6707,97
24183,4,2495,12
24184,7474,8878,66
24185,8405,2897,88
24186,6451,7880,5
24187,5087,7883,2
24188,2858,9793,94
24189,2646,565,19
24190,997,8,34
24191,3718,6228,44
24192,115,2782,98
24193,5777,7717,50
24194,1641,4099,12
24195,7622,6934,35
24196,6152,5139,25
24197,8573,3873,61
24198,1999,9688,65
24199,9521,6778,31
24200,1076,1981,5
24201,9521,9608,11
24202,8642,8638,77
24203,161,9060,55
24204,4457,7366,37
24205,3246,4621,48
24206,2767,5079,70
24207,4181,4290,29
24208,6255,3940,12
24209,7251,9452,95
24210,6838,7911,64
24211,9023,5566,20
24212,2314,7870,29
24213,4100,874,40
24214,1050,6827,96
24215,5094,1042,90
24216,587,2884,43
24217,3834,1553,43
24218,5222,1223,73
24219,6521,1900,23
24220,6002,292,47
24221,2640,2088,89
24222,8156,4685,50
24223,983,7034,93
24224,8872,9943,19
24225,4711,8188,38
24226,5433,9626,92
24227,7430,3562,40
24228,3121,8887,75
24229,5087,6499,90
24230,7165,9688,96
24231,6057,2358,9
24232,7768,2957,13
24233,8648,3825,43
24234,8258,6029,67
24235,705,5234,11
24236,2639,7598,76
24237,1120,8802,90
24238,8831,8511,82
24239,9847,6095,30
24240,1667,219,1
24241,4748,5461,51
24242,2772,6238,49
24243,1960,8082,1
24244,13,5473,43
24245,3700,1326,44
24246,1985,5421,22
24247,1189,8793,100
24248,631,2080,79
24249,8530,4919,52
24250,8459,1090,41
24251,7253,3751,55
24252,2194,4702,47
24253,5517,6790,41
24254,16,4256,28
24255,5901,3416,29
24256,3449,6815,6
24257,7144,7334,66
24258,6294,3402,56
24259,1916,3676,96
24260,8573,6803,49
24261,4830,9233,21
24262,5563,2903,97
24263,8268,4932,61
24264,9894,8391,88
24265,6970,804,79
24266,9090,3188,18
24267,8040,5225,48
24268,194,3138,1
24269,6595,9067,65
24270,9449,6869,72
24271,2576,4406,8
24272,9426,7062,98
24273,2753,9801,57
24274,7619,5550,61
24275,8063,9873,88
24276,9913,4914,28
24277,1960,4177,37
24278,4172,5018,15
24279,9309,795,92
24280,1605,653,51
24281,4587,8421,5
24282,4839,8846,14
24283,881,7546,53
24284,2436,7460,1
24285,6605,1373,40
24286,8969,3699,100
24287,4125,8188,65
24288,3595,6995,21
24289,130,9247,4
24290,1116,9097,1
24291,206,871,75
24292,3055,3354,32
24293,2536,7425,98
24294,1586,7046,100
24295,6315,3034,69
24296,6789,467,95
24297,748,8929,40
24298,1571,2634,82
24299,1106,6635,47
24300,9178,1951,29
24301,2747,6376,49
24302,5070,5377,27
24303,7510,8412,24
24304,1835,8533,83
24305,9317,1780,24
24306,3601,7441,43
24307,3240,6167,19
24308,2891,2078,95
24309,4327,8414,87
24310,2938,8749,31
24311,8934,4522,21
24312,7652,8620,73
24313,8439,7766,14
24314,1482,8433,54
24315,8555,4708,57
24316,3032,5183,56
24317,8941,5823,25
24318,7676,9772,54
24319,6238,319,53
24320,8240,5010,43
24321,4526,7295,27
24322,639,6142,11
24323,9086,3474,11
24324,4932,3962,68
24325,8100,7714,12
24326,8731,1614,43
24327,7396,1972,73
24328,9227,2886,60
24329,5035,8966,68
24330,8257,1065,70
24331,4700,153,64
24332,3930,9511,35
24333,6380,5106,54
24334,2315,3137,74
24335,4410,9872,69
24336,4127,4334,43
24337,8630,9085,8
24338,5278,1261,78
24339,537,866,55
24340,6030,9023,5
24341,7895,3812,46
24342,4405,3501,14
24343,6871,5367,4
24344,2319,1994,68
24345,5746,882,93
24346,2574,3654,11
24347,8245,2325,18
24348,2547,2272,95
24349,1941,4262,82
24350,3676,1751,1
24351,2312,6143,40
24352,8062,2360,97
24353,1216,7896,80
24354,593,9859,16
24355,7305,9239,55
24356,2032,4109,42
24357,9383,1396,89
24358,467,421,4
24359,9440,9295,55
24360,3298,7610,16
24361,5697,2406,24
24362,2122,5162,42
24363,4947,4962,6
24364,8338,8690,47
24365,6507,8887,31
24366,6123,5566,18
24367,724,4472,76
24368,8823,413,9
24369,3275,8559,79
24370,3882,3264,29
24371,225,3621,58
24372,6973,8866,49
24373,1045,9664,30
24374,4912,5469,64
24375,2631,7303,88
24376,9490,2394,92
24377,9875,6294,20
24378,7039,802,98
24379,8821,9402,2
24380,1291,5743,53
24381,9323,1610,2
24382,9670,2286,99
24383,4321,9009,92
24384,5451,840,48
24385,3312,277,28
24386,7656,1031,70
24387,4660,871,7
24388,8589,3190,42
24389,3354,7752,7
24390,8009,1079,48
24391,1621,6530,71
24392,5902,568,76
24393,8069,4091,60
24394,7108,3842,15
24395,2348,1381,48
24396,1162,391,55
24397,6749,2528,76
24398,9023,1652,45
24399,9336,9231,26
24400,5465,6850,63
24401,4768,4510,99
24402,2334,9,37
24403,5274,6165,63
24404,3098,6478,27
24405,1698,5501,63
24406,4195,4800,64
24407,872,6931,67
24408,6351,2677,95
24409,5255,6681,37
24410,4562,3234,41
24411,3968,7590,22
24412,2481,3597,79
24413,2847,186,65
24414,2018,8066,72
24415,4930,3994,52
24416,5787,6341,77
24417,2121,6310,37
24418,3167,958,71
24419,9220,6898,99
24420,3325,9597,44
24421,1805,5066,83
24422,825,5801,93
24423,5737,823,11
24424,9080,6218,31
24425,7020,986,22
24426,9828,4131,16
24427,3765,5748,66
24428,1904,3382,56
24429,1127,6576,91
24430,8423,4141,7
24431,6090,9001,15
24432,7765,2731,49
24433,2944,5350,36
24434,7022,7716,64
24435,9850,7562,49
24436,278,6516,30
24437,2155,9298,16
24438,6011,5105,91
24439,4962,7364,68
24440,5521,9471,12
24441,5489,8034,79
24442,9331,7964,8
24443,614,2194,44
24444,8968,2836,84
24445,2841,865,24
24446,5108,454,93
24447,3273,1575,98
24448,6387,4307,16
24449,3610,9603,40
24450,1317,8796,83
24451,545,5924,95
24452,7568,177,11
24453,4228,4366,91
24454,3347,5937,62
24455,1377,9207,44
24456,277,6669,97
24457,7807,8063,11
24458,2041,3587,26
24459,543,6097,38
24460,2762,2664,77
24461,2059,1285,72
24462,8443,4043,11
24463,7931,1060,52
24464,886,4576,12
24465,4377,5263,86
24466,1541,5626,40
24467,7439,2353,57
24468,7504,8689,42
24469,1165,1737,43
24470,2564,2998,54
24471,7968,4965,95
24472,9513,9258,18
24473,3084,1971,95
24474,4715,6557,10
24475,5111,9671,51
24476,5566,2035,45
24477,5928,6940,87
24478,8113,6776,19
24479,8904,6587,94
24480,2150,6535,15
24481,1227,820,15
24482,4921,4176,42
24483,5455,4139,3
24484,7623,1074,87
24485,6535,6831,81
24486,8156,1599,2
24487,443,5269,4
24488,4587,652,86
24489,3693,1784,41
24490,6613,7830,93
24491,2496,5427,35
24492,3213,2524,93
24493,1832,5666,59
24494,3748,8490,51
24495,7576,520,37
24496,1402,1446,49
24497,4470,4845,10
24498,6645,2956,24
24499,5444,8664,26
24500,4017,6763,22
24501,5496,5508,21
24502,8777,2259,31
24503,5316,9229,7
24504,1094,5036,64
24505,7137,3243,43
24506,2056,3947,53
24507,8982,1392,70
24508,7104,9053,25
24509,9188,8090,6
24510,2994,8663,57
24511,4215,9633,2
24512,9515,7276,39
24513,8209,7657,82
24514,8994,4804,57
24515,55,8589,61
24516,5541,275,7
24517,6313,562,35
24518,2802,5897,47
24519,734,1330,48
24520,7679,1402,83
24521,2823,8844,41
24522,997,815,79
24523,8371,2420,74
24524,3593,472,47
24525,5266,3596,95
24526,785,5487,27
24527,908,1349,50
24528,4265,7309,45
24529,455,3239,80
24530,3987,9095,18
24531,9204,5495,74
24532,6299,7054,37
24533,6809,7362,70
24534,766,5213,29
24535,8793,7057,64
24536,9552,3443,26
24537,7813,1672,41
24538,4818,7530,11
24539,1832,7562,82
24540,9808,3532,22
24541,9962,2209,75
24542,3164,1199,56
24543,7053,2259,34
24544,5026,6715,1
24545,7741,7301,66
24546,4906,1777,59
24547,7983,5379,64
24548,8408,7609,54
24549,7176,8222,61
24550,1730,4185,46
24551,515,1617,8
24552,7958,1766,89
24553,4756,7225,99
24554,2210,9408,74
24555,4679,3873,66
24556,2291,2346,17
24557,2338,3299,9
24558,1030,2784,16
24559,2703,1827,77
24560,1527,3548,66
24561,116,8330,27
24562,729,5435,3
24563,8662,1415,58
24564,6397,1372,88
24565,3968,9428,27
24566,2733,4828,69
24567,8879,7787,70
24568,5315,3845,3
24569,7954,706,46
24570,2049,9223,26
24571,234,4123,94
24572,4244,3310,32
24573,4721,7200,74
24574,7240,8865,89
24575,9168,5450,86
24576,3325,8080,6
24577,2158,379,17
24578,3290,2645,55
24579,5440,6680,24
24580,647,9153,12
24581,7161,8474,42
24582,6826,679,100
24583,1959,7491,1
24584,9852,733,98
24585,4106,9358,3
24586,5073,5502,93
24587,6123,261,8
24588,9487,6918,69
24589,6500,1434,20
24590,127,732,63
24591,8439,2291,72
24592,4700,9095,88
24593,8297,1441,54
24594,9360,4622,1
24595,8498,8096,28
24596,6597,9831,17
24597,6683,641,78
24598,8503,5907,63
24599,9770,9458,37
24600,215,5620,100
24601,5293,1805,82
24602,6674,5467,97
24603,9606,3275,30
24604,2601,510,3
24605,5537,7651,15
24606,1102,4514,59
24607,6967,7265,23
24608,4224,3355,51
24609,4933,770,14
24610,232,4579,36
24611,5196,4038,90
24612,836,8144,9
24613,6877,4004,87
24614,9732,6597,77
24615,1288,6758,24
24616,3664,2617,92
24617,5469,1272,100
24618,2495,9344,3
24619,7346,7760,73
24620,2893,685,63
24621,6855,7725,76
24622,994,9932,38
24623,3816,4953,76
24624,5858,6902,28
24625,8313,543,67
24626,7795,659,9
24627,1287,6909,76
24628,9626,1380,47
24629,7264,1876,98
24630,1788,1542,37
24631,4725,2479,22
24632,1418,7455,42
24633,6391,3823,33
24634,9872,3597,5
24635,9603,4043,96
24636,1128,6878,76
24637,1715,9942,85
24638,6894,59,35
24639,7265,432,19
24640,2181,3379,12
24641,9273,6761,87
24642,5527,886,85
24643,6935,5805,1
24644,7529,2577,49
24645,1825,2077,66
24646,8075,7536,50
24647,817,5968,31
24648,9776,2600,83
24649,5233,5812,11
24650,5655,4223,72
24651,7384,1594,83
24652,6912,4313,57
24653,6809,173,67
24654,9843,7370,80
24655,9313,2814,50
24656,7279,9985,67
24657,7656,3201,33
24658,9199,3382,96
24659,9238,5847,50
24660,5848,4860,42
24661,8188,921,32
24662,7207,3576,34
24663,3110,4464,65
24664,7386,436,13
24665,2219,3158,20
24666,5756,7635,63
24667,301,5739,93
24668,658,8275,55
24669,2143,6331,11
24670,3437,7038,92
24671,5928,4080,79
24672,5204,4594,54
24673,3859,7504,52
24674,9711,5084,22
24675,8053,6232,8
24676,6119,1034,52
24677,9271,7378,44
24678,4330,631,31
24679,8665,9394,83
24680,1656,3167,36
24681,1099,5924,88
24682,6652,7086,30
24683,4433,4353,54
24684,6139,7303,83
24685,8683,9870,9
24686,9362,215,54
24687,7357,633,24
24688,430,5437,99
24689,2059,263,79
24690,3723,3108,86
24691,7176,8096,24
24692,1824,5753,76
24693,3393,2592,45
24694,1323,5642,31
24695,6582,4011,33
24696,6906,9744,50
24697,8372,8465,82
24698,8023,6021,40
24699,9180,2495,65
24700,6163,7095,25
24701,5932,5312,1
24702,6692,736,48
24703,1893,885,100
24704,5225,127,99
24705,8877,6908,41
24706,9840,4859,98
24707,8227,5108,100
24708,9699,4921,91
24709,3634,7139,98
24710,2422,5591,64
24711,122,5438,2
24712,7720,8845,70
24713,5107,3566,78
24714,5352,6443,21
24715,6522,8948,74
24716,3944,6833,75
24717,8526,6355,49
24718,7431,555,14
24719,2563,8214,55
24720,9055,1604,54
24721,686,8413,48
24722,493,8896,59
24723,4605,7510,59
24724,4793,1187,31
24725,2151,6669,19
24726,5387,1800,26
24727,765,3349,60
24728,6689,7516,28
24729,5038,7410,4
24730,3622,4140,91
24731,6484,2176,25
24732,5152,2054,60
24733,4791,8319,35
24734,9071,4673,47
24735,7881,2798,23
24736,9018,3837,98
24737,300,5063,17
24738,7479,9343,80
24739,1194,5780,76
24740,1033,9322,36
24741,7865,7588,74
24742,7183,7540,95
24743,6313,3874,81
24744,1325,7266,32
24745,7110,1302,14
24746,153,3380,14
24747,8943,8669,34
24748,4919,493,30
24749,2926,8436,50
24750,3906,7099,24
24751,7938,7513,5
24752,7212,5368,22
24753,6727,7961,92
24754,7603,299,67
24755,6441,4633,95
24756,6431,152,43
24757,4775,9992,10
24758,9349,6951,93
24759,3846,6468,29
24760,5381,7761,79
24761,5977,8832,44
24762,3201,9756,34
24763,3702,5224,92
24764,2266,5240,54
24765,1428,2515,62
24766,4590,138,59
24767,1857,256,80
24768,2321,2087,8
24769,2346,8110,6
24770,912,8224,13
24771,3882,4720,51
24772,2901,6399,86
24773,4423,7696,60
24774,4391,7090,35
24775,7987,8728,2
24776,5901,2754,34
24777,6563,3603,48
24778,755,1696,58
24779,6949,5186,41
24780,4031,5942,53
24781,7594,722,34
24782,8515,2283,71
24783,2104,6443,46
24784,2186,6744,73
24785,7687,2422,30
24786,7909,8638,14
24787,8602,3307,87
24788,8528,2925,86
24789,2277,6337,87
24790,6742,1920,11
24791,9648,2582,43
24792,9604,1601,13
24793,6041,4468,55
24794,1244,8940,82
24795,7082,3249,4
24796,8434,5340,16
24797,8135,1609,41
24798,6969,8397,87
24799,6330,1324,15
24800,8541,2838,11
24801,6770,8709,55
24802,716,550,23
24803,2964,80,65
24804,3330,6010,52
24805,3530,78,62
24806,2398,7661,42
24807,2006,151,61
24808,5181,2414,73
24809,1974,5689,49
24810,1053,6729,39
24811,7869,6869,41
24812,9583,739,51
24813,8080,3298,78
24814,9279,1230,17
24815,9686,7948,40
24816,2941,5853,54
24817,2191,1968,81
24818,355,1434,12
24819,5867,7367,93
24820,3956,9740,8
24821,1771,2590,20
24822,3445,1517,85
24823,540,1434,62
24824,6559,5726,100
24825,3667,6533,71
24826,2647,8382,79
24827,2216,9741,85
24828,6725,7389,19
24829,9026,3491,14
24830,6027,9787,66
24831,6820,4001,73
24832,2269,1758,20
24833,6784,7147,74
24834,2888,1028,26
24835,5292,7359,5
24836,9060,6170,13
24837,9215,2392,70
24838,2439,2915,20
24839,9125,6450,76
24840,9160,1825,75
24841,1742,9673,88
24842,2554,5238,73
24843,2336,1406,20
24844,7509,9399,99
24845,2030,3285,94
24846,1253,966,87
24847,577,9338,46
24848,6798,415,92
24849,9893,4059,35
24850,4069,8483,44
24851,983,4202,97
24852,9810,4900,49
24853,6967,6337,37
24854,9587,2921,57
24855,2809,8874,35
24856,6237,8966,39
24857,1902,2783,75
24858,134,44,8
24859,8857,5220,70
24860,2943,1948,64
24861,3467,6971,8
24862,5140,2571,50
24863,1844,8164,47
24864,1982,7538,17
24865,8182,1339,25
24866,29,7135,62
24867,7820,9235,47
24868,1981,8446,31
24869,8814,492,65
24870,4204,4524,60
24871,519,3606,78
24872,1187,366,88
24873,5922,5205,40
24874,2660,3630,37
24875,3012,2525,20
24876,5358,2756,16
24877,4685,7654,6
24878,471,6449,43
24879,7395,7399,63
24880,1653,5269,73
24881,1003,5534,89
24882,2801,6687,59
24883,6851,8643,41
24884,7677,6323,17
24885,8022,1852,21
24886,8349,8801,59
24887,5825,6712,56
24888,4710,7324,71
24889,7586,8332,19
24890,7087,13,8
24891,3894,9700,23
24892,8769,7759,43
24893,8930,7689,15
24894,6476,7791,19
24895,8972,8337,59
24896,2854,5830,50
24897,6958,4240,89
24898,985,7285,40
